Linux 6.8.0-55-generic (ubuntu) 	24/06/26 	_x86_64_	(8 CPU)

16:03:31        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
16:07:41        all      4,92      0,00      2,78      0,00      0,00      0,00      0,25      0,00      0,00     92,05
16:07:42        all      6,44      0,00      4,29      0,00      0,00      0,00      0,25      0,00      0,00     89,02
16:07:43        all      5,31      0,00      2,02      0,13      0,00      0,00      0,38      0,00      0,00     92,16
16:07:44        all      4,53      0,00      1,89      0,25      0,00      0,00      0,25      0,00      0,00     93,08
16:07:45        all      4,92      0,00      2,15      0,13      0,00      0,00      0,25      0,00      0,00     92,55
16:07:46        all      4,91      0,00      2,27      0,00      0,00      0,00      0,25      0,00      0,00     92,57
16:07:47        all      4,29      0,00      2,02      0,00      0,00      0,00      0,13      0,00      0,00     93,57
16:07:48        all      6,96      0,00      4,43      0,00      0,00      0,00      0,51      0,00      0,00     88,10
16:07:49        all      5,42      0,00      3,03      0,25      0,00      0,00      0,13      0,00      0,00     91,17
16:07:50        all      5,17      0,00      2,40      0,00      0,00      0,00      0,50      0,00      0,00     91,93
16:07:51        all      9,45      0,00      1,89      0,13      0,00      0,00      0,25      0,00      0,00     88,29
16:07:52        all      4,40      0,00      2,26      0,25      0,00      0,00      0,38      0,00      0,00     92,70
16:07:53        all      5,94      0,00      4,05      0,00      0,00      0,00      0,13      0,00      0,00     89,89
16:07:54        all      4,41      0,00      1,77      0,13      0,00      0,00      0,13      0,00      0,00     93,57
16:07:55        all      5,45      0,00      2,66      0,00      0,00      0,00      0,38      0,00      0,00     91,51
16:07:56        all      6,70      0,00      2,91      0,13      0,00      0,00      0,51      0,00      0,00     89,76
16:07:57        all      4,29      0,00      2,15      0,00      0,00      0,00      0,13      0,00      0,00     93,43
16:07:58        all      6,43      0,00      3,78      0,13      0,00      0,00      0,38      0,00      0,00     89,28
16:07:59        all      4,67      0,00      2,15      0,00      0,00      0,00      0,13      0,00      0,00     93,06
16:08:00        all      4,29      0,00      1,89      0,25      0,00      0,00      0,25      0,00      0,00     93,31
16:08:01        all      4,76      0,00      2,13      0,13      0,00      0,00      0,50      0,00      0,00     92,49
16:08:02        all      4,16      0,00      1,76      0,00      0,00      0,00      0,25      0,00      0,00     93,83
16:08:03        all     10,61      0,00      4,17      0,13      0,00      0,00      0,13      0,00      0,00     84,97
16:08:04        all      4,69      0,00      2,53      0,13      0,00      0,00      0,13      0,00      0,00     92,52
16:08:05        all      4,92      0,00      1,89      0,00      0,00      0,00      0,25      0,00      0,00     92,94
16:08:06        all      3,79      0,00      1,52      0,38      0,00      0,00      0,00      0,00      0,00     94,32
16:08:07        all      4,52      0,00      1,76      0,00      0,00      0,00      0,25      0,00      0,00     93,47
16:08:08        all      5,55      0,00      2,90      0,13      0,00      0,00      0,38      0,00      0,00     91,05
16:08:09        all      5,84      0,00      3,55      0,13      0,00      0,00      0,38      0,00      0,00     90,10
16:08:10        all      5,18      0,00      1,90      0,00      0,00      0,00      0,25      0,00      0,00     92,67
